Mã tổ hợp,Tổ hợp môn,Mã trường,Tên trường,Phương thức,Tên ngành,Tổ hợp xét tuyển,Điểm chuẩn 2025,Điểm chuẩn 2024,Điểm chuẩn 2023
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Toán kinh tế (CTĐT Toán tài chính; Thống kê ứng dụng trong tài chính *),A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Chương trình LKĐT mỗi bên cấp Một Bằng cử nhân DDP (Dual Degree Programme),A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,"Bảo hiểm - Ngân hàng - Tài chính (Chương trình LKĐT với Trường Đại học Toulon, Cộng hòa Pháp)",A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,"Kế toán – Kiểm soát – Kiểm toán (Chương trình LKĐT với Trường Đại học Toulon, Cộng hòa Pháp)",A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Tài chính – Ngân hàng (CTĐT Tài chính doanh nghiệp; Ngân hàng),A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Kế toán (CTĐT Kế toán doanh nghiệp; Kế toán công),A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Công nghệ thương mại điện tử,A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Quản lý kinh tế,A00,,,
A00,Toán – Lý – Hóa,HTC,Học Viện Tài chính,Điểm thi THPT,Thương mại quốc tế,A00,,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Kế toán,A00,24.69,26.25,25.8
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Kế toán (Liên kết ĐH Sunderland, Anh. Cấp song bằng)",A00,21,24,23.9
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Kiểm toán,A00,24.88,26.5,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Ngân hàng,A00,24.93,26.2,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Ngân hàng số,A00,24.82,26.13,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Tài chính-Ngân hàng (Liên kết ĐH Sunderland, Anh Quốc. Cấp song bằng)",A00,21,24.5,23.55
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Quản trị kinh doanh,A00,24.38,26.33,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Quản trị kinh doanh (Liên kết với ĐH CityU, Hoa kỳ. Cấp song bằng)",A00,21.13,23,23.8
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Marketing,A00,24.72,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Khoa học dữ liệu trong kinh tế và kinh doanh,A00,23.84,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Tài chính,A00,25.16,26.45,26.05
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Công nghệ thông tin,A00,23.53,25.8,25.1
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Hệ thống thông tin quản lý,A00,24.75,26,25.55
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Kế toán (Định hướng Nhật bản). Học viện Ngân hàng cấp bằng,A00,,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Ngân hàng Tài chính - Đại học West of England (UWE), Anh (Cấp song bằng)",A00,,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Quản trị kinh doanh, Hàng hải & Logistics - Đại học Genoa, CH Ý (Cấp song bằng)",A00,,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Marketing - Đại học West of England (UWE), Anh (Cấp song bằng)",A00,,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,Công nghệ tài chính,A00,,,
A00,Toán – Lý – Hóa,NHH,Học Viện Ngân Hàng,Điểm thi THPT,"Quản trị kinh doanh quốc tế - Đại học West of England (UWE), Anh (Cấp song bằng)",A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TH Khoa học máy tính và dữ liệu trong kinh tế và kinh doanh,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TH Trí tuệ nhân tạo cho đổi mới sáng tạo trong kinh tế và kinh doanh,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TH Khoa học dữ liệu cho đổi mới sáng tạo trong kinh tế và kinh doanh,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Kinh doanh quốc tế,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Kinh doanh số toàn cầu,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Kinh doanh quốc tế theo mô hình tiên tiến Nhật Bản,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Kinh doanh sáng tạo và Công nghiệp văn hóa,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Quản lý công nghiệp thông minh,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Kế toán - Kiểm toán,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Kế toán - Kiểm toán theo định hướng ACCA,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Kiểm toán tích hợp công nghệ,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Kinh tế đối ngoại,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Logistics toàn cầu và đối mới chuỗi cung ứng,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Kinh tế quốc tế,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Kinh tế số và Phân tích dữ liệu,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Luật thương mại quốc tế,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Luật Kinh doanh quốc tế theo mô hình thực hành nghề nghiệp,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Luật Kinh tế và kinh doanh số,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TH Luật dân sự và tố tụng dân sự,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Truyền thông Marketing tích hợp,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Quản trị khách sạn,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHPTQT Kinh tế chính trị quốc tế,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Quản trị kinh doanh,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Quản trị nguồn nhân lực số và phát triển tổ chức,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT TC Tài chính - Ngân hàng,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Công nghệ tài chính và Tài chính bền vững,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Thương mại số thông minh và đổi mới kinh doanh,A00,,,
A00,Toán – Lý – Hóa,NTH,Trường Đại học Ngoại thương,Điểm thi THPT,CT ĐHNNQT Marketing số,A00,,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Điều dưỡng Chương trình tiên tiến (*),A00,22.25,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Điều dưỡng Phân hiệu Thanh Hóa,A00,17,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Hộ sinh,A00,20.35,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Dinh dưỡng,A00,18.75,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật phục hình răng,A00,21.85,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật xét nghiệm y học,A00,23.72,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật xét nghiệm y học Phân hiệu Thanh Hóa,A00,18.35,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật hình ảnh y học (**),A00,23.57,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật phục hồi chức năng,A00,22.5,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật phục hồi chức năng Phân hiệu Thanh Hóa,A00,17.3,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Y học dự phòng,A00,,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Y học cổ truyền,A00,,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Kĩ thuật hình ảnh y học Phân hiệu Thanh Hóa,A00,,,
A00,Toán – Lý – Hóa,YHB,Trường Đại Học Y Hà Nội,Điểm thi THPT,Khúc xạ nhãn khoa,A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Báo chí,A00,22.67,25.29,25.36
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Truyền thông đa phương tiện,A00,25.25,25.94,26.33
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ đa phương tiện,A00,24,25.75,25.89
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Thiết kế và phát triển Game,A00,23.48,24.97,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Quản trị kinh doanh,A00,22.75,25.17,25.15
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Logistics và quản trị chuỗi cung ứng,A00,24.2,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Marketing,A00,24,25.85,25.8
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Quan hệ công chúng,A00,23.47,25.15,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Thương mại điện tử,A00,25.1,26.09,26.2
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ tài chính (Fintech),A00,23.63,25.61,25.35
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Kế toán,A00,22.5,25.29,25.05
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Kế toán (chuẩn quốc tế ACCA),A00,21,22.5,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Khoa học dữ liệu,A00,26.21,26.31,26.55
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Kỹ thuật dữ liệu,A00,24.4,25.59,24.88
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Trí tuệ nhân tạo,A00,25.67,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ thông tin,A00,25.8,26.4,26.59
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ thông tin Việt - Nhật,A00,23.48,24.25,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,An toàn thông tin,A00,25.21,25.85,26.04
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,"Công nghệ Kỹ thuật Điện, điện tử",A00,24.61,25.46,25.01
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ vi mạch bán dẫn,A00,25.5,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Kỹ thuật Điện tử viễn thông,A00,25.1,25.75,25.68
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Kỹ thuật Điều khiển và tự động hóa,A00,26.19,26.08,25.4
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,"Truyền thông Đa phương tiện (Liên kết với đại học Công nghệ Queensland, Úc",A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Thiết kế đồ họa game,A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,"Công nghệ Đa phương tiện (Liên kết với đại học Canberra, Australia)",A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ công nghiệp văn hóa số (định hướng điện ảnh),A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Quản trị Đổi mới sáng tạo và khởi nghiệp,A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Logistics trong kinh tế tầm thấp,A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,"Phân tích dữ liệu trong tài chính, kinh doanh",A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,"Công nghệ tài chính (Liên kết đại học Huddersfield, Vương Quốc Anh)",A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Công nghệ thông tin (định hướng ứng dụng),A00,,,23.76
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,"Công nghệ thông tin Liên kết với Đại học Macquarie, Australia)",A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Trí tuệ nhân tạo vạn vật (AIoT),A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,Kỹ thuật Truyền thông Hàng không vũ trụ,A00,,,
A00,Toán – Lý – Hóa,BVH,Học Viện Công Nghệ Bưu Chính Viễn Thông,Điểm thi THPT,UAV và Robot di động tự hành,A00,,,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Sư phạm Toán học,A00,28.27,27.48,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Sư phạm Vật lí,A00,28.31,27.71,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Sư phạm Vật lí (dạy Toán bằng tiếng Anh),A00,27.78,26.81,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Sư phạm Hoá học,A00,28.37,27.62,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Sư phạm Công nghệ,A00,21.75,24.55,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Sư phạm Khoa học tự nhiên,A00,27.06,26.45,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Vật lí học (vật lí bán dẫn và kỹ thuật) (mới),A00,22.35,,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Hóa học,A00,23,24.44,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Toán học,A00,25.5,26.04,
A00,Toán – Lý – Hóa,SPH,Trường Đại Học Sư Phạm Hà Nội,Điểm thi THPT,Hóa học (Hóa dược),A00,,,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Quản trị kinh doanh,A00,25.8,26.1,26.5
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh),A00,25.1,25.55,26.3
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Quản trị khách sạn,A00,25.4,27,27
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Quản trị dịch vụ du lịch và lữ hành,A00,24.8,26.9,26.8
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Marketing (Marketing Thương mại),A00,27.3,26.15,25.9
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Marketing (Marketing số),A00,27.5,25.9,25.8
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Marketing (Quản trị Thương hiệu),A00,26.8,26,26.2
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kế toán (Kế toán doanh nghiệp),A00,25.8,26.5,26.7
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kế toán (Kế toán công),A00,24.8,26.15,25.9
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kiểm toán (Kiểm toán),A00,25.7,25.1,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Logistics và Quản lý chuỗi cung ứng (Logistics và Quản lý chuỗi cung ứng),A00,27.8,27,26.7
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kinh doanh quốc tế (Thương mại quốc tế),A00,26.8,25.8,25.7
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kinh tế quốc tế,A00,26.6,26.5,26.9
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kinh tế (Quản lý kinh tế),A00,25.1,26,26
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Tài chính - Ngân hàng (Tài chính - Ngân hàng thương mại),A00,26.1,25.5,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Tài chính - Ngân hàng (Tài chính công),A00,25.2,25.5,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Tài chính - Ngân hàng (Công nghệ tài chính ngân hàng),A00,25,25,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Thương mại điện tử (Quản trị thương mại điện tử),A00,27.6,26.75,27
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Thương mại điện tử (Kinh doanh số),A00,27.2,26.2,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Hệ thống thông tin quản lý (Quản trị Hệ thống thông tin),A00,24.8,25.55,24.5
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Luật kinh tế (Luật kinh tế),A00,25.4,25,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Luật kinh tế (Luật thương mại quốc tế),A00,25.1,25.5,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Quản trị nhân lực (Quản trị nhân lực doanh nghiệp),A00,25.6,25.35,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Kinh tế số (Phân tích kinh doanh trong môi trường số),A00,25.1,,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Quản trị kinh doanh (Tiếng Pháp thương mại),A00,22.5,,
A00,Toán – Lý – Hóa,TMU,Trường Đại Học Thương Mại,Điểm thi THPT,Khoa học máy tính (Ứng dụng trí tuệ nhân tạo trong kinh doanh),A00,,,
A00,Toán – Lý – Hóa,SPS,Trường Đại Học Sư Phạm TPHCM,Điểm thi THPT,Giáo dục học,A00,22.35,24.82,23.5
A00,Toán – Lý – Hóa,SPS,Trường Đại Học Sư Phạm TPHCM,Điểm thi THPT,Quản lý giáo dục,A00,23.42,25.22,23.1
